id,sales
0,1.6404641
1,1.7101701
2,1.5059211
3,1.9002284
4,2.0014262
5,2.3752737
6,2.4701042
7,1.6472276
8,1.7762992
9,1.5004026
10,1.8445473
11,2.0255697
12,1.8936204
13,2.4680634
14,1.8186008
15,1.7079232
16,1.6539396
17,1.6009116
18,2.0523558
19,2.3164816
20,2.1767578
21,1.6407725
22,1.5165507
23,1.7434789
24,1.841167
25,1.7274828
26,1.9229378
27,2.4779668
28,1.7397677
29,1.5358928
30,1.7056322
31,1.8653066
32,2.051744
33,2.383189
34,2.6759455
35,1.8514138
36,1.8875189
37,1.5550379
38,1.9769738
39,2.051744
40,2.2365932
41,2.5650811
42,2.1006074
43,1.8759553
44,2.1183333
45,2.3233788
46,2.0626254
47,2.5331223
48,2.909926
49,1.7301949
50,1.5728154
51,1.7843168
52,1.6113181
53,2.2248797
54,2.1925054
55,2.5147216
56,2.288733
57,1.8640217
58,2.2378666
59,2.2963343
60,2.509165
61,2.683435
62,2.5836864
63,2.3705115
64,2.03539
65,2.26109
66,2.40876
67,2.5307784
68,2.7500706
69,2.9365878
70,2.5638473
71,2.5296705
72,2.764497
73,2.760266
74,2.894614
75,2.9509804
76,3.3126223
77,2.6448627
78,2.5467746
79,2.1712537
80,2.7690723
81,2.80292
82,2.987758
83,3.337321
84,2.2304454
85,2.4300146
86,2.0269635
87,2.1331985
88,2.6421313
89,2.4189467
90,3.4209306
91,3.472485
92,3.474484
93,3.635571
94,3.738536
95,3.9550552
96,4.1920705
97,3.2770433
98,3.4810362
99,3.542177
100,3.5664148
101,3.7480412
102,3.9638603
103,4.1781845
104,2.9938078
105,3.1881762
106,3.219073
107,3.3962777
108,3.5228243
109,3.7225163
110,3.8071997
111,3.3257303
112,3.4308217
113,3.4806237
114,3.269507
115,3.7566714
116,3.927315
117,4.0724826
118,3.393656
119,3.51073
120,3.4989455
121,3.740704
122,3.921311
123,3.9649785
124,4.254513
125,3.7715747
126,3.8273652
127,3.9034019
128,4.078924
129,4.150755
130,4.2450304
131,4.470174
132,3.5406795
133,3.2177112
134,3.7016761
135,3.8706796
136,3.9671605
137,4.063401
138,4.3118105
139,3.5428886
140,3.635255
141,3.587667
142,3.7794797
143,3.9003408
144,4.0604
145,4.2946815
146,3.6784754
147,3.755402
148,3.6643488
149,4.746049
150,4.58043
151,4.91812
152,5.0433497
153,4.8314147
154,4.866636
155,4.8272142
156,4.9190364
157,5.086002
158,5.18985
159,5.2455916
160,4.509578
161,4.7936325
162,4.84502
163,4.87401
164,4.6933928
165,5.0161695
166,5.122026
167,4.7827578
168,4.8720865
169,5.0666714
170,5.0483
171,5.0835204
172,5.0407376
173,5.2425313
174,4.790489
175,4.8213096
176,5.066355
177,4.855532
178,4.913284
179,5.045216
180,2.2914948
181,2.336236
182,2.3197677
183,2.5044248
184,2.7513137
185,2.7398782
186,3.1155412
187,2.2654796
188,2.3369007
189,2.0445354
190,2.504437
191,2.6520078
192,2.7172937
193,3.0993223
194,2.3744264
195,2.3416662
196,2.4097834
197,2.5247877
198,2.6667922
199,2.7847388
200,3.2154796
201,2.27742
202,2.388852
203,2.4039235
204,2.423491
205,2.763377
206,2.8268747
207,3.1119854
208,2.2833161
209,2.3032115
210,2.3036323
211,3.3919642
212,3.5822742
213,3.7192657
214,3.9780908
215,3.2835035
216,3.4909365
217,3.4768932
218,3.5663016
219,3.8225331
220,3.9596264
221,4.21867
222,3.0271673
223,3.2391162
224,3.29832
225,3.3707476
226,3.4739795
227,3.6422186
228,3.8759131
229,3.0269837
230,3.2435372
231,3.2206461
232,3.3968854
233,3.432473
234,3.7261271
235,3.9700744
236,3.3219311
237,3.4730709
238,3.4175198
239,3.9069247
240,3.9325762
241,4.272724
242,4.548347
243,3.994098
244,4.1495523
245,4.2985744
246,4.369199
247,4.3539925
248,4.5092416
249,4.8161674
250,4.0063457
251,4.153432
252,4.063328
253,4.2971716
254,4.401147
255,4.5105386
256,4.759801
257,3.9043767
258,4.0389905
259,4.067973
260,4.29035
261,4.2199106
262,4.552352
263,4.7797976
264,3.9254107
265,4.1803007
266,4.237038
267,4.505381
268,4.359441
269,4.5776925
270,2.239594
271,2.4300685
272,2.396058
273,2.3811288
274,2.5513306
275,2.8972628
276,3.216163
277,2.2865438
278,2.066392
279,2.4451566
280,2.5186493
281,2.5529675
282,2.7762244
283,3.0041263
284,1.8200375
285,1.9330616
286,1.9871504
287,1.9205382
288,2.2105412
289,2.4652903
290,2.7571337
291,1.6439552
292,1.9350522
293,1.9159073
294,2.0164363
295,2.1658168
296,2.3906891
297,2.638288
298,2.1218777
299,2.0671105
300,2.351785
301,2.465856
302,2.5409138
303,2.8942602
304,2.9416957
305,2.4629629
306,2.283621
307,2.3993022
308,2.4812503
309,2.5676517
310,2.6570787
311,3.0933752
312,2.3663402
313,2.3741193
314,2.0262446
315,2.4409456
316,2.6020346
317,2.6462996
318,2.9575226
319,2.3738146
320,2.045291
321,2.3747163
322,2.4146476
323,2.7433383
324,2.70853
325,3.038592
326,2.6244478
327,2.1547332
328,2.1569157
329,3.6441727
330,3.7603
331,3.9566863
332,4.130586
333,3.3662348
334,3.59057
335,3.1228304
336,3.8899002
337,3.8034887
338,4.0005693
339,4.052642
340,3.59064
341,3.7429094
342,3.9072688
343,3.94582
344,4.0459595
345,4.2197447
346,4.4250855
347,3.2775152
348,3.4964101
349,3.4412467
350,3.6686878
351,3.7259295
352,4.0376587
353,4.260824
354,3.284245
355,3.4744043
356,3.5126038
357,3.5916703
358,3.7787478
359,3.849806
360,1.3115838
361,1.2633235
362,1.2554709
363,1.3221889
364,1.4188564
365,1.6284119
366,2.2056358
367,1.2271802
368,1.4010963
369,1.4653027
370,1.3108556
371,1.4191225
372,1.877733
373,1.9340076
374,1.232604
375,1.2688752
376,1.1517671
377,1.6457922
378,1.7398893
379,1.6309516
380,1.9131722
381,1.3175962
382,1.2672169
383,1.2577665
384,1.3177699
385,1.4351966
386,1.6312742
387,2.1810918
388,1.3668365
389,1.2746297
390,1.2738695
391,1.5554665
392,1.7811418
393,1.9920768
394,1.9171772
395,1.3209653
396,1.1677527
397,1.1583024
398,1.3320341
399,1.431385
400,1.9603963
401,2.3084266
402,1.75949
403,1.5236759
404,1.4964306
405,1.8893452
406,1.7280567
407,2.2090275
408,2.563634
409,1.4212337
410,1.397938
411,1.1583024
412,1.618605
413,1.4417129
414,2.0054867
415,2.3609343
416,1.5965549
417,1.5060362
418,1.6564071
419,2.0667188
420,1.9795834
421,2.3238955
422,2.568449
423,2.0326295
424,2.0892675
425,1.8528438
426,1.9143579
427,2.039082
428,2.2476077
429,2.8831017
430,2.1352363
431,2.1502793
432,2.141597
433,2.336475
434,2.533475
435,2.7202888
436,2.8432376
437,1.7669595
438,1.5755277
439,1.8035784
440,2.0630634
441,1.7346398
442,2.1801581
443,2.1995654
444,1.7609994
445,1.5762566
446,1.906138
447,1.8935394
448,1.9953196
449,2.3078868
450,1.3904252
451,1.2612045
452,1.253873
453,1.3016369
454,1.4453421
455,1.9837799
456,1.8825996
457,1.2474039
458,1.1683645
459,1.3815349
460,1.3363208
461,1.7417161
462,1.6327785
463,2.2824047
464,1.3619404
465,1.1497958
466,1.2380478
467,1.2949028
468,1.6979071
469,1.6334407
470,2.2827497
471,1.4103744
472,1.2405266
473,1.231076
474,1.6063077
475,1.4399884
476,1.9911369
477,2.2728367
478,1.4942985
479,1.2633235
480,1.253873
481,1.543612
482,1.4349911
483,1.8858345
484,2.16217
485,1.3596961
486,1.283297
487,1.1583024
488,1.6026536
489,1.4360893
490,1.9026617
491,2.3067017
492,1.4792902
493,1.5058807
494,1.6913121
495,1.6042494
496,1.7167656
497,2.1667686
498,2.5310905
499,1.6638377
500,1.6727346
501,1.4009717
502,1.5899799
503,1.7280567
504,2.1667686
505,2.4312558
506,1.4912333
507,1.5189618
508,1.7022636
509,1.6063346
510,2.099606
511,2.1850233
512,2.5384552
513,1.7505617
514,1.5643612
515,1.5670781
516,1.8437362
517,2.041587
518,2.304574
519,2.5070188
520,1.6606545
521,1.8749179
522,1.7988185
523,1.592029
524,1.7266017
525,2.241784
526,2.5779037
527,2.229247
528,2.3301134
529,1.9752352
530,2.0552192
531,2.5435414
532,2.757856
533,3.1326964
534,2.2420714
535,2.2364755
536,2.3342547
537,2.4156742
538,2.6816988
539,2.6862974
540,1.4417622
541,1.3678173
542,1.3644906
543,1.4392986
544,1.5382487
545,2.0492036
546,1.972583
547,1.5459483
